id,text_x,document_id,location_id,text,lat,lon,title,forename,surname,pubyear,gender,genre
5705,Old Town,7,90,Old Town,55.9471293,-3.2002511,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
5705,Old Town,7,90,Old Town,55.9471293,-3.2002511,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
5705,Old Town,7,90,Old Town,55.9471293,-3.2002511,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
4399,Edinburgh,7,91,Edinburgh,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
4399,Edinburgh,7,91,Edinburgh,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
4399,Edinburgh,7,91,Edinburgh,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
4490,Holyrood,7,185,Holyrood,55.9498473,-3.183502,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
4490,Holyrood,7,185,Holyrood,55.9498473,-3.183502,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
4490,Holyrood,7,185,Holyrood,55.9498473,-3.183502,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
5626,Auld Reekie,7,186,Auld Reekie,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
5626,Auld Reekie,7,186,Auld Reekie,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
5626,Auld Reekie,7,186,Auld Reekie,55.949428,-3.192704,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
5707,Calton Hill,7,188,Calton Hill,55.9556726,-3.1824089,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
5707,Calton Hill,7,188,Calton Hill,55.9556726,-3.1824089,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
5707,Calton Hill,7,188,Calton Hill,55.9556726,-3.1824089,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
4488,Firth of Forth,7,189,Firth of Forth,56.058,-3.0198,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
4488,Firth of Forth,7,189,Firth of Forth,56.058,-3.0198,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
4488,Firth of Forth,7,189,Firth of Forth,56.058,-3.0198,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
4678,St. Giles,7,202,St. Giles,55.9493396,-3.1905294,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,non-fiction
4678,St. Giles,7,202,St. Giles,55.9493396,-3.1905294,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,travel
4678,St. Giles,7,202,St. Giles,55.9493396,-3.1905294,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,history
